grade,similarity_percentage,gene_code,virus_name,gene_name,host_name,virus_lineage,host_lineage
-35.0,0.18229166666666666,YP_004327219.1,Pseudomonas phage PAK_P1,putative tail fiber protein,Pseudomonas aeruginosa PAK,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Pakpunavirus; Pseudomonas virus PAKP1",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-43.0,0.16666666666666666,YP_009186963.1,Pseudomonas phage C11,putative tail fiber protein,Pseudomonas,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Pakpunavirus; unclassified Pakpunavirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
-39.0,0.19161676646706588,YP_009277540.1,Shigella phage SHFML-11,tail fibers protein,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-27.0,0.1797752808988764,AJK27290.1,Mycobacterium phage Gomashi,hypothetical protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Liefievirus; unclassified Liefievirus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-31.0,0.17553191489361702,AIT75135.1,Enterobacteria phage RB55,RNA ligase 1 and tail fiber attachment catalyst,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-56.0,0.135,NP_899629.1,Vibrio phage KVP40,"long tail fiber, proximal subunit",Vibrio,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus KVP40",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
-47.0,0.15609756097560976,YP_002221545.1,Bacteroides phage B40-8,putative tail fiber protein,Bacteroides,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae
-27.0,0.18518518518518517,YP_009140335.1,Salmonella phage Det7,tail fiber,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; Cvivirinae; Cba120virus; Salmonella virus Det7",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-21.0,0.21468926553672316,YP_214253.1,Prochlorococcus phage P-SSM2,phage tail fiber-like protein,Prochlorococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Prochloraceae
-22.0,0.14835164835164835,NP_899545.1,Vibrio phage KVP40,long tail fiber distal subunit,Vibrio,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus KVP40",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
-35.0,0.15934065934065933,YP_007005079.1,Campylobacter virus CP21,putative tail fiber protein,Campylobacter sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Eucampyvirinae; Cp220virus",Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
-20.0,0.21052631578947367,YP_009285802.1,Citrobacter phage vB_CfrM_CfP1,distal long tail fiber assembly catalyst,Citrobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-32.0,0.17073170731707318,YP_002321462.1,Stenotrophomonas phage S1,Rz like protein,Stenotrophomonas maltophilia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
-35.0,0.17341040462427745,YP_009014859.1,Yersinia phage Yep-phi,tail fiber protein,Yersinia pestis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
-36.0,0.17370892018779344,AFK13438.1,Yersinia phage YpP-R,tail fiber,Yersinia pestis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus; Yersinia phage phiA1122",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
-31.0,0.2215568862275449,YP_009195657.1,Proteus phage vB_PmiM_Pm5461,long tail fiber distal connector,Proteus mirabilis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
-37.0,0.15853658536585366,YP_009008160.1,Synechococcus phage ACG-2014h,tail fiber-like protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-41.0,0.18823529411764706,YP_009205690.1,Citrobacter phage phiCFP-1,tail fiber protein,Citrobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-22.0,0.16292134831460675,YP_009005965.1,Rhizobium phage vB_RglS_P106B,putative tail fiber assembly-like protein,Rhizobium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae
-17.0,0.19889502762430938,YP_008126606.1,Mycobacterium phage Job42,tapemeasure,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-24.0,0.1676300578034682,YP_009153204.1,Klebsiella phage K64-1,putative tail fiber protein,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-30.0,0.15151515151515152,YP_009203965.1,Citrobacter phage Merlin,RNA ligase 1 and tail fiber attachment catalyst,Citrobacter freundii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Moonvirus; Citrobacter virus Merlin",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
-39.0,0.16568047337278108,ABW23121.1,Pseudomonas phage PT5,putative tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Phikmvvirus; unclassified Phikmvvirus; Pseudomonas phage vB_Pae-TbilisiM32",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-32.0,0.18974358974358974,YP_007348706.1,Klebsiella phage KP27,RNA ligase 1 and tail fiber attachment catalyst,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; Klebsiella virus KP27",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-40.0,0.18181818181818182,YP_009194549.1,Mycobacterium phage Quico,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-22.0,0.19786096256684493,YP_009200641.1,Mycobacterium phage Bipolar,tapemeasure protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-25.0,0.17575757575757575,AIX46521.1,Synechococcus phage ACG-2014a,putative short tail fiber,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-14.0,0.1736842105263158,YP_009205942.1,Enterobacteria phage vB_EcoM_VR5,long tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; Escherichia virus VR5",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-32.0,0.16568047337278108,AIT73796.1,Enterobacteria phage RB7,long tail fiber distal subunit,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-39.0,0.19161676646706588,YP_009288533.1,Shigella phage SHBML-50-1,tail fibers protein,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-19.0,0.2193877551020408,YP_009322253.1,Salmonella phage 64795_sal3,tail fibers protein,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Pis4avirus; unclassified Pis4avirus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-26.0,0.1951219512195122,YP_007237179.1,Pseudomonas phage AF,hypothetical protein,Pseudomonas putida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group
-23.0,0.18716577540106952,NP_049519.1,Enterobacteria phage 933W,putative tail fiber protein,Enterobacterales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Sepvirinae; Nona33virus; Escherichia virus 933W",Bacteria; Proteobacteria; Gammaproteobacteria
-3.0,0.17045454545454544,AHB80715.1,Synechococcus phage S-MbCM25,baseplate wedge tail fiber,Synechococcus sp. WH 7803,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-8.0,0.19672131147540983,YP_009167617.1,Enterobacteria phage RB68,long tail fiber distal subunit,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus; Enterobacteria phage RB51",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-37.0,0.16265060240963855,YP_164516.1,Cercopithecine alphaherpesvirus 2,transcriptional regulator ICP4,Catarrhini,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Simplexvirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes
-40.0,0.14545454545454545,NP_891820.1,Enterobacteria phage RB49,hinge long tail fiber protein proximal connector,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb49virus; Escherichia virus RB49",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-27.0,0.15789473684210525,YP_009274791.1,Bacillus phage Eldridge,tail spike protein,Bacillus megaterium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
-24.0,0.19248826291079812,YP_004009532.1,Acinetobacter phage Ac42,gp12 short tail fibers,Acinetobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
-3.0,0.16129032258064516,YP_007003526.1,Salmonella phage RE-2010,tail fiber assembly protein,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; P2virus; unclassified P2virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-39.0,0.19161676646706588,YP_009279161.1,Shigella phage SHFML-26,tail fibers protein,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-19.0,0.19428571428571428,YP_009124205.1,Mycobacterium phage Estave1,tapemeasure,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-10.0,0.1921182266009852,NP_861863.1,Enterobacteria phage RB69,gp12 Short tail fibers,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; Escherichia virus RB69",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
320.0,0.4303030303030303,YP_008766936.1,Enterobacteria phage fiAA91-ss,tail fiber,Enterobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; P2virus; unclassified P2virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales
-24.0,0.20670391061452514,YP_004300996.1,Aeromonas virus 65,gp36 hinge connector of long tail fiber distal connector,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-18.0,0.20108695652173914,YP_009009162.1,Bacillus phage phiCM3,tail fiber protein,Bacillus thuringiensis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
-25.0,0.16167664670658682,YP_006987866.1,Escherichia phage vB_Eco_ACG-M12,putative tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rtpvirus; Escherichia virus ACGM12",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-21.0,0.21195652173913043,YP_024696.1,Burkholderia virus BcepMu,gp23,Burkholderia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Bcepmuvirus",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae
-23.0,0.17553191489361702,YP_008859239.1,Pseudomonas phage PAK_P4,putative tail fiber protein,Pseudomonas aeruginosa PAK,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Pakpunavirus; Pseudomonas virus PAKP4",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-25.0,0.14792899408284024,YP_009056823.1,Escherichia phage vB_EcoM_PhAPEC2,long tail fiber proximal subunit,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; unclassified Rb69virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-7.0,0.16766467065868262,YP_009019113.1,Mycobacterium phage SkiPole,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; Mycobacterium virus Skipole",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-16.0,0.20903954802259886,YP_002854578.1,Escherichia virus RB14,"long tail fiber, proximal subunit",Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-4.0,0.21359223300970873,YP_009430250.1,Pandoravirus dulcis,ser/thr kinase,Acanthamoeba castellanii,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-23.0,0.17073170731707318,YP_009195382.1,Klebsiella phage KLPN1,tail fiber protein,Klebsiella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Kp36virus; Klebsiella virus KLPN1",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-2.0,0.21341463414634146,YP_003848916.1,Human polyomavirus 6,VP2,Homo sapiens,"Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Deltapolyomavirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo
-20.0,0.20603015075376885,AIQ80682.1,Bovine herpesvirus type 1.2 strain B589,DNA packaging terminase subunit 2,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus; Bovine alphaherpesvirus 1; Bovine herpesvirus type 1.2",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-25.0,0.20588235294117646,YP_656370.1,Aeromonas virus 25,baseplate wedge tail fiber connector,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-24.0,0.19473684210526315,YP_009195084.1,Citrobacter phage Margaery,hinge connector of long tail fiber distal connector,Citrobacter sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter
-35.0,0.17582417582417584,YP_006589989.1,Burkholderia virus DC1,tail fiber protein,Burkholderia cepacia complex,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Bcep22virus",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia
-27.0,0.16265060240963855,YP_001595453.1,Enterobacteria phage phiEcoM-GJ1,phage protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-9.0,0.18562874251497005,YP_009148597.1,Escherichia phage HY01,putative baseplate wedge tail fiber connector,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus HY01",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-17.0,0.16111111111111112,YP_009004821.1,Erwinia phage Ea35-70,putative tail fiber protein,Erwinia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Agrican357virus; Erwinia virus Ea35-70",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae
